ask	0	1	2	3	4	5	6	7	8	bid	0	1	2	3	4	5	6	7	8	ask_pade
44781.03516	44781.266	44781.19914	44780.36154	44780.27913	44779.7536	44778.03414	44778.35518	44777.90527	44777.64813	44629.22	44629.25173	44629.25173	44629.25173	44629.25173	44629.25173	44629.25173	44625.90467	44625.73313	44625.1436	44761.4467516307
44776.03112	44781.19914	44780.36154	44780.27913	44779.7536	44778.03414	44778.35518	44777.90527	44777.64813	44775.68954	44623.80572	44629.25173	44629.25173	44629.25173	44629.25173	44629.25173	44625.90467	44625.73313	44625.1436	44623.08559	44839.723152261795
44776.70681	44780.36154	44780.27913	44779.7536	44778.03414	44778.35518	44777.90527	44777.64813	44775.68954	44774.59823	44624.58976	44629.25173	44629.25173	44629.25173	44629.25173	44625.90467	44625.73313	44625.1436	44623.08559	44622.50931	44741.53431264691
44774.93095	44780.27913	44779.7536	44778.03414	44778.35518	44777.90527	44777.64813	44775.68954	44774.59823	44773.59283	44623.31614	44629.25173	44629.25173	44629.25173	44625.90467	44625.73313	44625.1436	44623.08559	44622.50931	44621.53194	44853.50739914874
44775.14435	44779.7536	44778.03414	44778.35518	44777.90527	44777.64813	44775.68954	44774.59823	44773.59283	44771.33173	44623.41797	44629.25173	44629.25173	44625.90467	44625.73313	44625.1436	44623.08559	44622.50931	44621.53194	44619.15195	44791.56782204984
44770.50849	44778.03414	44778.35518	44777.90527	44777.64813	44775.68954	44774.59823	44773.59283	44771.33173	44771.09764	44617.63952	44629.25173	44625.90467	44625.73313	44625.1436	44623.08559	44622.50931	44621.53194	44619.15195	44618.41979	44874.1968261624
44774.01183	44778.35518	44777.90527	44777.64813	44775.68954	44774.59823	44773.59283	44771.33173	44771.09764	44770.34797	44622.6747	44625.90467	44625.73313	44625.1436	44623.08559	44622.50931	44621.53194	44619.15195	44618.41979	44618.20911	44695.06577069565
44770.98925	44777.90527	44777.64813	44775.68954	44774.59823	44773.59283	44771.33173	44771.09764	44770.34797	44770.43231	44617.8455	44625.73313	44625.1436	44623.08559	44622.50931	44621.53194	44619.15195	44618.41979	44618.20911	44617.91862	44877.51579591466
44769.63277	44777.64813	44775.68954	44774.59823	44773.59283	44771.33173	44771.09764	44770.34797	44770.43231	44770.06369	44616.50385	44625.1436	44623.08559	44622.50931	44621.53194	44619.15195	44618.41979	44618.20911	44617.91862	44617.11389	44825.5749392302
44766.33393	44775.68954	44774.59823	44773.59283	44771.33173	44771.09764	44770.34797	44770.43231	44770.06369	44764.64282	44615.79422	44623.08559	44622.50931	44621.53194	44619.15195	44618.41979	44618.20911	44617.91862	44617.11389	44612.73469	44815.90275861073
44764.12213	44774.59823	44773.59283	44771.33173	44771.09764	44770.34797	44770.43231	44770.06369	44764.64282	44764.27627	44615.79422	44622.50931	44621.53194	44619.15195	44618.41979	44618.20911	44617.91862	44617.11389	44612.73469	44610.71606	44864.02847843785
44766.37888	44773.59283	44771.33173	44771.09764	44770.34797	44770.43231	44770.06369	44764.64282	44764.27627	44780.51156	44615.79422	44621.53194	44619.15195	44618.41979	44618.20911	44617.91862	44617.11389	44612.73469	44610.71606	44626.62922	44748.74900960312
44765.07736	44771.33173	44771.09764	44770.34797	44770.43231	44770.06369	44764.64282	44764.27627	44780.51156	44780.04544	44615.79422	44619.15195	44618.41979	44618.20911	44617.91862	44617.11389	44612.73469	44610.71606	44626.62922	44628.08383	44870.63755644358
44762.70705	44771.09764	44770.34797	44770.43231	44770.06369	44764.64282	44764.27627	44780.51156	44780.04544	44781.03516	44615.79422	44618.41979	44618.20911	44617.91862	44617.11389	44612.73469	44610.71606	44626.62922	44628.08383	44629.22	44845.394714780654
44759.64259	44770.34797	44770.43231	44770.06369	44764.64282	44764.27627	44780.51156	44780.04544	44781.03516	44776.03112	44606.89314	44618.20911	44617.91862	44617.11389	44612.73469	44610.71606	44626.62922	44628.08383	44629.22	44623.80572	44727.95308572345
44747.75859	44770.43231	44770.06369	44764.64282	44764.27627	44780.51156	44780.04544	44781.03516	44776.03112	44776.70681	44594.55585	44617.91862	44617.11389	44612.73469	44610.71606	44626.62922	44628.08383	44629.22	44623.80572	44624.58976	45081.17979066462
44743.14683	44770.06369	44764.64282	44764.27627	44780.51156	44780.04544	44781.03516	44776.03112	44776.70681	44774.93095	44590.51596	44617.11389	44612.73469	44610.71606	44626.62922	44628.08383	44629.22	44623.80572	44624.58976	44623.31614	45211.20440037626
44741.51441	44764.64282	44764.27627	44780.51156	44780.04544	44781.03516	44776.03112	44776.70681	44774.93095	44775.14435	44589.01482	44612.73469	44610.71606	44626.62922	44628.08383	44629.22	44623.80572	44624.58976	44623.31614	44623.41797	44778.39384067652
44742.73243	44764.27627	44780.51156	44780.04544	44781.03516	44776.03112	44776.70681	44774.93095	44775.14435	44770.50849	44590.77713	44610.71606	44626.62922	44628.08383	44629.22	44623.80572	44624.58976	44623.31614	44623.41797	44617.63952	45055.12729828292
44751.52674	44780.51156	44780.04544	44781.03516	44776.03112	44776.70681	44774.93095	44775.14435	44770.50849	44774.01183	44597.5861	44626.62922	44628.08383	44629.22	44623.80572	44624.58976	44623.31614	44623.41797	44617.63952	44622.6747	44823.66096550382
